% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.494000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.960016909e+06 +4.959961969e+06 +4.959961969e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 0 +1.934144582e+06 +1.934089642e+06 +1.934089642e+06 -2.4054e-01 +9.4930e-01 -4.2294e+00 +3.2308e+00 -2.1649e+00 +1.3640e+00 -2.2358e+00 +2.1166e+00 -1.3331e+00 +3.7528e+00 -1.3868e+00 +2.9713e+00 -1.2311e+00 +2.7123e+00 -2.6470e+00 -2.8708e+00 +3.1478e+00 +3.7267e+00 +4.9978e+00 -4.3280e+00
22 0 +1.089483674e+06 +1.089428734e+06 +1.089428734e+06 +9.0801e-01 +1.5313e+00 -4.0140e+00 -1.0929e+00 +4.5388e+00 +4.6939e+00 +3.0122e+00 +1.8733e+00 -2.2647e+00 -3.6260e+00 +4.9350e-01 +4.4728e-01 -3.2932e+00 -3.6121e+00 -2.0976e-01 +2.5815e+00 +4.7465e+00 +4.6819e+00 -4.7023e-01 +2.6910e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.913000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.310036092e+06 +2.310095222e+06 +2.310095222e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.915300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.984097753e+06 +1.983606223e+06 +1.983606223e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +1.585674803e+06 +1.585183273e+06 +1.585183273e+06 +1.9614e+00 +2.0169e+00 +2.6691e+00 +7.5324e-01 +4.1380e+00 +4.8161e+00 +5.0459e-01 -3.0860e+00 +4.8830e+00 +1.5847e+00 +2.3434e+00 +1.3819e-01 +1.3686e-01 -4.4534e-01 -2.7664e+00 -1.9544e+00 -1.1167e+00 +2.6610e+00 +2.1622e+00 -1.0353e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.702000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.108156324e+07 +1.108139304e+07 +1.108139304e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 0 +4.762849008e+06 +4.762678808e+06 +4.762678808e+06 +3.3278e+00 -2.5456e+00 -2.0507e+00 +1.2204e+00 +3.8065e+00 -3.4095e+00 -2.9280e+00 +4.6174e+00 -2.6827e+00 +3.6696e+00 +2.2683e+00 +3.4418e+00 -3.3409e+00 -2.5023e+00 -1.2717e+00 +1.1288e+00 +3.1881e+00 -2.9145e+00 +1.5746e+00 -3.4485e+00
21 0 +4.434469794e+06 +4.434299594e+06 +4.434299594e+06 -1.3173e+00 -1.4124e+00 -4.8523e+00 -6.1711e-01 +1.5487e+00 -1.4594e+00 +3.7532e-02 -1.5412e+00 +4.0724e+00 -1.4658e+00 +3.0873e-02 -3.3181e+00 -1.2937e+00 +1.3452e+00 +1.7731e+00 -5.7867e-01 +3.6084e-01 -3.6833e-01 -4.6869e+00 -1.6010e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.697500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.326307935e+06 +9.325838185e+06 +9.325838185e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 0 +6.330189577e+06 +6.329719827e+06 +6.329719827e+06 +1.9210e+00 -1.8115e+00 -2.0454e+00 -2.1622e+00 +1.6696e+00 +1.3831e+00 +1.8504e+00 -1.8484e+00 -3.5846e-01 +4.0072e+00 -3.6916e+00 +1.0294e+00 +3.4462e+00 -3.3075e+00 +7.7628e-01 +3.7571e+00 -1.5656e+00 +3.3423e+00 -1.6482e+00 +4.9529e-01
20 0 +2.259942362e+06 +2.259472612e+06 +2.259472612e+06 -2.9389e+00 -4.9106e+00 +3.5672e+00 -3.2225e+00 +3.7909e+00 +4.7235e+00 +3.2588e+00 +4.2590e+00 +9.1394e-01 +3.5872e+00 -1.9107e+00 +1.0554e+00 +1.1866e+00 -3.2754e+00 +1.8527e+00 +1.0543e+00 +4.2949e+00 -3.9133e+00 +1.3661e+00 -2.9122e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.191000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.934310065e+06 +9.934258155e+06 +9.934258155e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +7.399455107e+06 +7.399403197e+06 +7.399403197e+06 +3.4210e+00 +1.3335e+00 -2.9495e+00 -2.6493e+00 +3.0080e+00 -4.3543e+00 -2.9535e+00 +1.4590e+00 -2.2400e+00 +2.7454e+00 +2.3087e+00 +3.4742e+00 -3.0747e+00 +3.6183e+00 -4.3970e+00 +1.9227e+00 +4.5500e-01 +4.3963e+00 +7.6671e-02 -4.0028e+00
20 0 +5.822900543e+06 +5.822848633e+06 +5.822848633e+06 -9.2092e-01 -1.1993e+00 +2.3264e+00 +3.2822e+00 -5.4658e-01 -2.3123e+00 -3.2570e-01 -3.9864e+00 +1.3404e+00 +2.7086e+00 -4.1068e-01 +3.4254e+00 +1.9801e+00 -2.8441e+00 -1.8951e+00 +3.1139e+00 +3.3330e+00 -4.1631e+00 -2.3506e+00 -7.9140e-01
29 0 +3.200558887e+06 +3.200506977e+06 +3.200506977e+06 -2.1859e-01 +2.4857e+00 -2.2513e+00 -4.2768e-01 +4.1061e+00 -2.7452e+00 +5.7310e-02 -2.2109e+00 -5.8320e-02 +4.1040e+00 +1.4703e+00 +4.7988e+00 +2.6730e+00 -1.1008e+00 -2.3003e+00 -1.7552e+00 +2.1557e+00 +4.4562e+00 -1.8946e+00 -4.1257e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (4.808000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.477232670e+06 +1.477280750e+06 +1.477280750e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.058000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.023246236e+07 +3.023249294e+07 +3.023249294e+07 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +1.064951906e+07 +1.064954964e+07 +1.064954964e+07 +1.8999e+00 +1.5349e+00 -4.7703e+00 +4.0783e+00 -4.4481e+00 +4.1663e+00 -8.1560e-02 -3.0747e+00 -2.0769e+00 -3.8288e+00 -1.8167e+00 +1.7279e+00 +2.1382e+00 -2.3840e+00 +1.8864e+00 -4.6640e+00 +4.5555e+00 -4.8369e+00 +4.0498e+00 +8.3196e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.790870297e+06 +3.791870297e+06 +3.791870297e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
