% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.423771670e+02 +1.642377167e+03 +1.642377167e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.003000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.420924595e+02 +8.121224595e+02 +8.121224595e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.822000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.669989686e+02 +9.187789686e+02 +9.187789686e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.547000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.228006449e+03 +1.253476449e+03 +1.253476449e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
9 0 +7.976902151e+02 +8.231602151e+02 +8.231602151e+02 -4.5442e-01 -4.4598e+00 -1.9842e+00 -3.3521e+00 +2.7690e-01 -2.1209e+00 +3.1190e-01 +1.0200e+00 -4.2665e+00 +9.3210e-01 +9.3545e-02 +2.3063e+00 -2.1610e+00 -6.8321e-01 +3.1622e+00 +1.1885e-02 +1.1550e+00 +2.1505e+00 +4.5006e+00 -4.8634e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.008100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.498547399e+02 +5.490447399e+02 +5.490447399e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 0 +4.340930004e+02 +3.332830004e+02 +3.332830004e+02 +7.0462e-01 +2.3030e+00 +3.5184e+00 +4.1839e+00 +2.3575e+00 +3.4444e-01 +4.5925e+00 +1.5338e+00 -2.1982e+00 -2.7148e+00 -2.8372e+00 -2.1622e+00 -1.4962e+00 -2.9354e+00 +9.6081e-01 +1.7989e-01 +1.7064e+00 -2.4680e-01 -1.5763e-01 +1.7509e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.531300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.138868848e+02 +5.607568848e+02 +5.607568848e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +8.979755628e+02 +5.448455628e+02 +5.448455628e+02 -3.6903e+00 -2.6801e+00 -4.1864e+00 +3.3024e+00 -3.0936e+00 -4.7267e+00 +3.2780e+00 +1.7591e-01 -1.9694e+00 +4.3949e+00 +1.8345e+00 -3.2984e+00 -1.0951e+00 -3.2425e+00 -3.9173e+00 +1.4205e+00 -2.6320e+00 +8.4838e-02 -6.7716e-01 +3.4853e+00
32 0 +7.658845449e+02 +4.127545449e+02 +4.127545449e+02 -3.7897e+00 +1.8124e+00 -2.0914e+00 -4.3825e+00 -4.0723e+00 -2.9947e+00 +3.5855e-01 +1.2636e+00 +1.0559e+00 +4.6203e+00 +7.1089e-01 -9.5796e-01 -5.1092e-01 -2.3900e+00 +2.4203e+00 +1.0005e+00 +4.5936e+00 +3.0966e-01 +3.7124e+00 -4.6680e+00
